Last_First,First_Last,info,location,latitude,longitude
"BETTS, EDWARD CHAMBERS",EDWARD CHAMBERS BETTS,"S Army Infantry School, 1925. Practiced law with the firm of Betts and Betts in Huntsville first man from Madison County to volunt",Huntsville,34.7304,-86.5861
"BRANYON, EDGAR WATTERSON",EDGAR WATTERSON BRANYON,"rsity, and Auburn University. Taught at rural schools in Fayette County, Walker County High School, Albertville High School, Hamil",Albertville,34.2676,-86.2089
"COWART, RALPH WALDO",RALPH WALDO COWART,"h the AEF in France, 1918-19. Taught in Andalusia 1910-1911, Castleberry 1911-1912 principal of New Decatur High School 1914-15 su",Andalusia,31.3088,-86.4836
"GROSS, BEN SAMUEL",BEN SAMUEL GROSS,"915-17 reporter for the Bronx Home News, 1919 World Travel Magazine, 1919-1920 New York Morning Telegraph, 1922-1923 for the Assoc",York,32.4868,-88.2961
"KILPATRICK, EMMETT",EMMETT KILPATRICK,iversity of Rennes in France. Practiced law in Camden before World War I enlisted in the US Army and went to France where he worke,Camden,31.991,-87.2908
"LIDE, ALICE ALISON",ALICE ALISON LIDE, College Columbia University. Lived in the Selma and Carlowville area (Dallas County) and wrote books for young people with her si,Columbia,31.2927,-85.1124
"OWSLEY, FRANK LAWRENCE",FRANK LAWRENCE OWSLEY,"cago, M.A., 1917 Ph.D., 1924. Taught in public schools and API, 1912-1919 Birmingham-Southern College, 1919-1920 Vanderbilt Univer",Birmingham,33.5186,-86.8104
"PIERSON, WILLIAM WHATLEY",WILLIAM WHATLEY PIERSON,"een Latin American countries. Taught at the University of North Carolina, serving as head of the Department of Political Science, ",Carolina,33.1454,-87.7222
"ROZELLE, EDDIE BELL",EDDIE BELL ROZELLE,"labama Polytechnic Institute. Taught in Clay County schools, 1912-1922 Talladega County schools, 1922-1927 rural mail carrier of U",Clay,33.7026,-86.5997
"SPENCER, WILLIAM MICAJAH, JR.","WILLIAM MICAJAH SPENCER, JR.","d University Law School, J.D. Practiced law in Birmingham until retirement in 1950 owned farms near Gallion and in Marengo Co. dir",Birmingham,33.5186,-86.8104
"STECKEL, MINNIE LOUISE",MINNIE LOUISE STECKEL,"College in Montevallo. Member Business and Professional Women's Club, Alabama Mental Hygiene Society, American Psychological Assoc",Eva,34.3248,-86.7558
"ALLISON, ELIZABETH HARRIET KELLY",ELIZABETH HARRIET KELLY ALLISON,"red Allison, August 24, 1915. Lived in Auburn 1922-1990. Children:Two. Education:Emory and Henry College. Taught in the schools of",Auburn,32.6099,-85.4808
"BANDMAN, LOTTIE COPLAN",LOTTIE COPLAN BANDMAN,"ermany. Taught in Birmingham. Lived in Birmingham and in Pittsburgh, PA. Died July 10, 1971.
",Birmingham,33.5186,-86.8104
"BIRNEY, HERMAN HOFFMAN",HERMAN HOFFMAN BIRNEY,"er the pseudonym, David Kent. Lived in Huntsville at the end of his life. Died June 2, 1958.
",Huntsville,34.7304,-86.5861
"FARMER, HALLIE",HALLIE FARMER,"nsin, M.A., 1922 Ph.D., 1927  Taught in public schools in Madison County, Muncie and Crawfordsville, Ind. Ball Teachers College, 1",Madison,34.6993,-86.7483
"HAWIE, ASHAD GHGHE",ASHAD GHGHE HAWIE," a mercantile business. Later moved to Mobile. Served in the Alabama National Guard and the ""Rainbow Division,"" during World War I",Mobile,30.6954,-88.0399
"MARTIN, BESSIE",BESSIE MARTIN,"umbia University, M.A., Ph.D. Taught at Judson College, 1913-1940 librarian, Thomasville (Ala.) High School, 1940-1959. Honored wi",Thomasville,31.9135,-87.7375
"PALMER, THOMAS WAVERLY, JR.","THOMAS WAVERLY PALMER, JR.","o the Alabama Bar in 1913 and practiced in Birmingham until 1917. Served with the Alabama National Guard, Mexican Border Service, ",Birmingham,33.5186,-86.8104
"PENNINGTON, EDGAR LEGARE",EDGAR LEGARE PENNINGTON,"rved as rector of parishes in Homer, N.Y. Marianna, Jacksonville, Ocala, and Miami, Fla. St John's Church in Mobile. Recalled to a",Jackson,31.5087,-87.8944
"RYAN, HARRIET FITTS",HARRIET FITTS RYAN,"ted column, ""Grits and Gravy"" Lived in Gaines, Orleans, New York, after her marriage. Helped to found Actor's Equity made a Honora",York,32.4868,-88.2961
"BAYER, SPENCER DROKE",SPENCER DROKE BAYER,"ity of Tennessee, B.A., 1916. Moved to Boligee, Greene County, Ala. in 1919. Farmed for two years taught school at Boligee and at ",Boligee,32.764,-88.0264
"GASTON, ARTHUR GEORGE",ARTHUR GEORGE GASTON," including a chain of funeral homes, a business college, City Federal Savings and Loan Association and Gaston Enterprises, a corpo",Enterprise,31.3152,-85.8552
"SMITH, ESTELLE SCROGGINS",ESTELLE SCROGGINS SMITH,".S. Columbia University, M.S. Taught at Blanch [Alabama?] principal at Cherokee Co. Jr. High School and at Hamilton Co., Tennessee",Cherokee,34.7565,-87.9701
"THOMPSON, LUCILLE KEY",LUCILLE KEY THOMPSON,":attended Troy State College. Taught art at Troy State College, 1912-1914. Member National League of Pen Women, Alabama Writers Co",Troy,31.8088,-85.9699
"YEUELL, GLADSTONE HORACE",GLADSTONE HORACE YEUELL,"., and New Cumberland, W. Va. Taught at Alabama Presbyterian College Bethany College Florence State Normal School University of Ci",Florence,34.7998,-87.6773
"CAMPBELL, WILLIAM EDWARD MARCH",WILLIAM EDWARD MARCH CAMPBELL,":
Writer business executive art collector. Born:September 18, 1893, Mobile. Parents:John and Suzy (March) Cam",Mobile,30.6954,-88.0399
"CONWELL, HUGH EARLE",HUGH EARLE CONWELL,"1915.  US Medical Corps, WWI. Practiced medicine in Birmingham as an orthopaedic surgeon beginning in 1915 served as associate pro",Birmingham,33.5186,-86.8104
"LEWIS, KATE PORTER",KATE PORTER LEWIS," in France during World War I home service secretary, Red Cross, Butler County. Member:Birmingham Poetry Club Poetry Society of Al",Birmingham,33.5186,-86.8104
"McCLUER, LEON",LEON McCLUER,"nsferred to college level and taught at Jacksonville State University, 1927-1964. Honors:the Chapel at Jacksonville State Universi",Jackson,31.5087,-87.8944
"YELVERTON, LOIS",LOIS YELVERTON,"r and Penny Parker Yelverton. Lived in Montgomery, Ala. for 35 years. Taught for twelve years genealogical research training, thre",Montgomery,32.3792,-86.3077
"BLAKELY, HUNTER BRYSON",HUNTER BRYSON BLAKELY,"dsburg, Ky. and Staunton, Va. Taught at Columbia Seminary. President of Queens College in Charlotte, N.C., 1939-1950 secretary of ",Columbia,31.2927,-85.1124
"BURKHARDT, ERDMANN WALTER",ERDMANN WALTER BURKHARDT,".S. Columbia University, M.S. Taught in the architecture department at Auburn University and served as the acting head of the depa",Auburn,32.6099,-85.4808
"COLEMAN, JOHN SHIELDS",JOHN SHIELDS COLEMAN,"ma Bar, 1915. U. S. Army, WWI.Practiced law in Birmingham, 1920-1937 served as president of Birmingham Trust National Bank, 1937-1",Birmingham,33.5186,-86.8104
"PENDELL, ELMER",ELMER PENDELL,"istorical Society, 1955-1956. Taught at Pennsylvania State University, 1933-1944 Baldwin Wallace College, 1946-1954 Olivet College",Sylvania,34.559,-85.8122
"BARNETT, ALBERT EDWARD, JR.",ALBERT EDWARD BARNETT JR.,"Episcopal Church, South, 1917 taught for one year at the State Normal School at Moundville, Ala. Technological High School at Atla",Moundville,32.9979,-87.6278
"ERVIN, VIOLET GROSS",VIOLET GROSS ERVIN,"ended George Peabody College. Taught at Tennessee College for Women taught private music lessons in Troy, after 1941. Received the",Troy,31.8088,-85.9699
"SHPAKOVSKII, ANATOLII IGNATEVICH",ANATOLII IGNATEVICH SHPAKOVSKII,"e State University, 1957-1965 moved to Huntsville after retirement.
",Huntsville,34.7304,-86.5861
"WHITAKER, ARTHUR PRESTON",ARTHUR PRESTON WHITAKER,"tudied at the Sorbonne, 1919. Taught at University of Tennessee Simmons New York University Amherst College Florida State College ",York,32.4868,-88.2961
"BARNETT, CORA CHASTANG",CORA CHASTANG BARNETT,":
Clerical worker businesswoman. Born:September 27, 1896, Citronelle. Parents:Cyrus and Emma Estella (Hester) Chastang",Citronelle,31.0902,-88.2486
"BUSH, ANNIE LOUISE RYDER",ANNIE LOUISE RYDER BUSH,"al College in Florence, 1917. Taught at Dothan for three years and at Childersburg for fifteen years. Worked as a postal clerk in ",Childersburg,33.2779,-86.3705
"FIGH, MARGARET GILLIS",MARGARET GILLIS FIGH,"917 Columbia University, M.A. Taught in Alabama high schools until 1924 Huntingdon College, 1924-1972 University of Alabama, Montg",Columbia,31.2927,-85.1124
"SAVELLE, MAXWELL",MAXWELL SAVELLE,".A. (1926), and Ph.D. (1932). Taught at Columbia University 1926-1932 at Stanford University, 1932-1947 and at University of Washi",Columbia,31.2927,-85.1124
"SHANKS, HENRY THOMAS",HENRY THOMAS SHANKS,"attended Columbia University. Taught at South Georgia State Women's College, University of North Carolina, and Birmingham Southern",Birmingham,33.5186,-86.8104
"WATSON, BAMA WATHAN",BAMA WATHAN WATSON,"Alabama, B.S. and M.A., 1949. Taught at Georgiana High School Geneva and Tuscaloosa Counties West Palm Beach, Fla. Brookley Air Fo",Eva,34.3248,-86.7558
"YANCEY, PATRICK HENRY",PATRICK HENRY YANCEY,"it Priesthood, June 14, 1926. Taught at Spring Hill College, Mobile Chairman of Science Dept. Member:National Science Foundation B",Mobile,30.6954,-88.0399
"CARMICHAEL, JOHN LESLIE",JOHN LESLIE CARMICHAEL,"ulane University, M.D., 1924. Practiced in Fairfield attending physician at Birmingham Baptist Hospital after 1927, and at St Vinc",Birmingham,33.5186,-86.8104
"CARMICHAEL, PETER ARCHIBALD",PETER ARCHIBALD CARMICHAEL," North Carolina, Ph.D., 1930. Taught at William and Mary Converse College, 1931-1934 served with the US Department of Labor, 1934-",Carolina,33.1454,-87.7222
"GOSSER, LEO",LEO GOSSER," University of Chicago, Ph.D. Taught at Alabama Polytechnic Institute (Auburn University), 1927-. Died May 1987.
",Auburn,32.6099,-85.4808
"KIRBY, OTIS E.",OTIS E. KIRBY,"School Emory Divinity School. Taught at Birmingham-Southern, 1926-28  admitted to the Methodist Conference of North Alabama, 1928.",Birmingham,33.5186,-86.8104
"PANNELL, HENRY CLIFTON",HENRY CLIFTON PANNELL,"mbia University, Ph.D., 1933. Taught in elementary schools of Macon and Elmore Counties, 1918-1929 principal of Montgomery County ",Elmore,32.5429,-86.3122
"WOOD, MATTIE PEGUES",MATTIE PEGUES WOOD,"rvard University, one summer. Taught English in Greenville, 1918-1919 Margaret Booth School, Montgomery, Ala., 1943-1945. 
",Greenville,31.8296,-86.6194
"ADAMS, HENRY WELCH",HENRY WELCH ADAMS,"umbia University, A.M., 1929. Taught English at Southern Methodist, 1921-1926 Columbia University, 1927-1928 Auburn University, 19",Auburn,32.6099,-85.4808
"CLINTON, MATTHEW WILLIAM",MATTHEW WILLIAM CLINTON,"University of North Carolina. Taught at Tuscaloosa High School, 1920-1963, serving as athletic director for twenty five years. Ser",Carolina,33.1454,-87.7222
"GUZMAN, JESSIE PARKHURST",JESSIE PARKHURST GUZMAN,"erican University, 1955-1957. Taught in public schools, Greensboro, N.C. Dillard University and New Orleans College, 1922-1923 Ala",Greensboro,32.704,-87.5958
"KENNEDY, WALTER WALLACE",WALTER WALLACE KENNEDY,"959 with the rank of colonel. Practiced law in Birmingham, 1921-29 worked in the Trust Department of the First National Bank of Mo",Birmingham,33.5186,-86.8104
"MUNRO, IRENE BRINSON",IRENE BRINSON MUNRO,"r, 1898, Brinson, Ga. Parents:Homer Hodges and Carolina (Jones) Brinson. Married:Winthrop Marshall Munro, January, 1934. Children:",Carolina,33.1454,-87.7222
"WRIGHT, JOHN PEAVEY",JOHN PEAVEY WRIGHT,"Three. Education:Ph.D., 1932. Lived in Auburn. 
",Auburn,32.6099,-85.4808
"ALYEA, PAUL EDGAR",PAUL EDGAR ALYEA,"linois, B.S., M.S., and Ph.D. Taught at the University of Pittsburgh, Butler University, University of Illinois, and University of",Butler,32.0891,-88.2219
"ANDERSEN, INEZ ELLIOTT",INEZ ELLIOTT ANDERSEN,"ham Public Schools, 1935-1937 taught at Arkansas State University Pan American College. Co-founder of the Poetry Society of Tennes",Kansas,33.9048,-87.5578
"DRAUGHON, RALPH BROWN",RALPH BROWN DRAUGHON,"7-1948 president, 1948-1965. Presided over the expansion of enrollment and programs at Auburn. Directed state survey of rural tax ",Auburn,32.6099,-85.4808
"PARTIN, ROBERT LOVE",ROBERT LOVE PARTIN,"35 Columbia University, 1932. Taught at the Darlington School in Rome, Ga., 1927-1928 Peabody College, 1928-1929 Selma High School",Columbia,31.2927,-85.1124
"SPARKMAN, CHELSEA IVO HALL",CHELSEA IVO HALL SPARKMAN,"s of Huntsville, late 1920's. Moved to Washington, DC in 1937 and lived there for 42 years during her husband's service in Congres",Huntsville,34.7304,-86.5861
"STEVENS, LUCILE VERNON",LUCILE VERNON STEVENS,"University of Arkansas, 1854. Taught high school English and social studies in Kansas, OKhoma, and Arkansas. Member Pensters (Mobi",Kansas,33.9048,-87.5578
"VINES, HOWELL HUBERT",HOWELL HUBERT VINES,College (1931-32). After 1932 lived in Hueytown and later in Montgomery and worked as a free-lance writer. Published stories in At,Hueytown,33.4287,-86.9989
"BAKER, GLADYS",GLADYS BAKER,ksonville Metropolis. In 1926 moved to Birmingham and became a feature writer for the Birmingham News. During much of the 1930's w,Birmingham,33.5186,-86.8104
"BRASHER, PHELAN BRIGHT",PHELAN BRIGHT BRASHER,"labama) Citrus Fruit Growers. Taught chemistry in high schools in Columbus, Miss. and in Mobile salesman for a school scientific e",Mobile,30.6954,-88.0399
"POSEY, WALTER BROWNLOW",WALTER BROWNLOW POSEY,"bilt University, Ph.D., 1933. Taught at Cumberland University, 1923-1925 Birmingham-Southern College, 1925-1943 head of History De",Birmingham,33.5186,-86.8104
"RUSHTON, WILLIAM JAMES",WILLIAM JAMES RUSHTON,":
Businessman, insurance executive. Born:July 10, 1900, Birmingham. Parents:James Franklin and Willis ",Birmingham,33.5186,-86.8104
"COOPER, HERSTON MACAGER",HERSTON MACAGER COOPER," Southern College, A.B., M.A. Taught at Phillips High School in Birmingham member of the Bar of the State of Alabama criminologist",Birmingham,33.5186,-86.8104
"JACKSON, SIDNEY WARREN, SR."," SIDNEY WARREN JACKSON, SR.",":
Businessman, columniSt Born:August 19, 1901, Glenwood. Parents:Abner Dozier and Telitha Cumi (Hender",Dozier,31.4957,-86.3664
"KNAPP, WILLIAM JOSIAH",WILLIAM JOSIAH KNAPP," concert pianist and organiSt Lived in Montgomery, 1942-, where he managed several apartment buildings. Died February 13, 1992.
",Montgomery,32.3792,-86.3077
"MALLON, RAYMOND PAUL",RAYMOND PAUL MALLON,"ary 5, 1901, in Mattoon, Ill.(moved to Birmingham as a child). Parents:John Bernard and Mary MacDonough Mallon. Married Viola Jane",Birmingham,33.5186,-86.8104
"WILLIS, MARY FARLEY",MARY FARLEY WILLIS,"iation, Nashville, 1928-1931. Taught elementary grades, 1960-1966. Published Bible and childrens' stories in magazines and newspap",Ashville,33.8401,-86.2647
"DYER, JOHN PERCY",JOHN PERCY DYER,"bilt University, Ph.D., 1932. Taught at Florence State College, 1926-1932 University of Georgia in Atlanta, 1934-1936 Armstrong St",Florence,34.7998,-87.6773
"ELLIOTT, WILLIAM YOUNG, SR.","WILLIAM YOUNG ELLIOTT, SR.","George Peabody College, 1937. Taught in Jefferson County Public Schools, 1926-1929 Boyles Grammar School in Tarrant, 1929-1937 Bir",Tarrant,33.5901,-86.7747
"FORNEY, KATHERINE ELIZA",KATHERINE ELIZA FORNEY,"  Home economics teacher. Born October 1, 1902, Birmingham. Parents John Cortlan and Anne Lee (Bonholz",Birmingham,33.5186,-86.8104
"GRIFFITH, GEORGE P.",GEORGE P. GRIFFITH,"allatin (Esteem) Award, 1964. Resided in Irondale, Ala., 1947 published stories in Birmingham News. Died January 26, 1989.
",Birmingham,33.5186,-86.8104
"KOHN, JOHN PETER, JR.","JOHN PETER KOHN, JR.","25. Admitted to the bar, 1925 practiced law, Montgomery, 1925- Captain, Alabama National Guard, 1936 US Army, 1940-1945 Montgomery",Montgomery,32.3792,-86.3077
"VENABLE, AUSTIN LEWIS",AUSTIN LEWIS VENABLE," University of Alabama, 1928. Taught history at Vanderbilt University, 1935-1937 University of Arkansas, 1937-1945 Winthrop Colleg",Kansas,33.9048,-87.5578
"AKIN, EUGENIA THOMPSON",EUGENIA THOMPSON AKIN,of the Birmingham PTA Council taught English to internationals at Southside Baptist Church in Birmingham. Member of the Alabama Wr,Birmingham,33.5186,-86.8104
"BANKHEAD, TALLULAH BROCKMAN",TALLULAH BROCKMAN BANKHEAD,"d school to attempt an acting career. Had a few minor roles in New York, then was invited to appear on the London stage. Went to L",York,32.4868,-88.2961
"BOOZER, CELINA LUZANNE",CELINA LUZANNE BOOZER,", Hokes Bluff, Etowah County (moved to Anniston in 1910). Parents:Simon Henry and Clara Elizabeth (Landers) Boozer. Education:Cinc",Anniston,33.6598,-85.8316
"BRISTOW, GWEN",GWEN BRISTOW,"ine Cornelia Winkler Bristow. Lived in Selma during her childhood and youth.  Married Bruce Manning, June 14, 1929.  EducationJuds",Selma,32.4074,-87.0211
"CLEMMONS, GERTRUDE ALEXANDER",GERTRUDE ALEXANDER CLEMMONS," B.Ed., 1947, and M.A., 1952. Taught at Gordo in Pickens County for several years. Died July 10, 1986.
",Gordo,33.3207,-87.9028
"CROW, MATTIE LOU TEAGUE",MATTIE LOU TEAGUE CROW,"rsity of Alabama, A.M., 1951. Taught at Ashville High School. Librarian for St Clair County Schools, Jacksonville State University",Ashville,33.8401,-86.2647
"DURR, VIRGINIA HEARD FOSTER",VIRGINIA HEARD FOSTER DURR,"ter many years in Washington, moved to Montgomery in 1952 and became active in civil rights activities. Member of the Alabama Coun",Montgomery,32.3792,-86.3077
"LEE, LAWRENCE HAYWOOD, JR.","LAWRENCE HAYWOOD LEE, JR.","ilitary service USNavy, WWII. Taught French at the University of Virginia, 1930-1942 magazine editor in New York City, 1946-49 tau",York,32.4868,-88.2961
"PARKS, JOSEPH HOWARD",JOSEPH HOWARD PARKS,"State University, Ph.D, 1937. Taught at the University of Tennessee, 1934-1938 Memphis State College, 1938-1943 Birmingham Souther",Birmingham,33.5186,-86.8104
"STRONG, HERMAN E.",HERMAN E. STRONG,"rn:1903 in Hackneyville, Ala. Lived in Columbiana during World War II worked for gold mining company in Philippines when Japanese ",Columbia,31.2927,-85.1124
"UMBACH, ARNOLD WILLIAM",ARNOLD WILLIAM UMBACH,"orado University, M.S., 1940. Taught high school in OKhoma, 1927-1941 William and Mary College, 1941-1944 Auburn University, 1944-",Auburn,32.6099,-85.4808
"BARRETT, LINTON LOMAS",LINTON LOMAS BARRETT," North Carolina, Ph.D., 1938. Taught at Mercer University, University of Alabama, Furman University, University of North Carolina,",Carolina,33.1454,-87.7222
"ELLISON, RHODA COLEMAN",RHODA COLEMAN ELLISON," North Carolina, Ph.D., 1945. Taught at Huntingdon College, Montgomery, 1930-1972. Served as Chairman of the  English Department a",Carolina,33.1454,-87.7222
"FENDLEY, ERIN LIVINGSTON",ERIN LIVINGSTON FENDLEY,"e of Musical Arts, 1922-1924. Taught in the public schools of Live Oak and Leesburg, Fla. Grove Hill and Demopolis, Ala. Member of",Demopolis,32.5174,-87.8369
"GRANTHAM, DIXIE LOUISE",DIXIE LOUISE GRANTHAM,"dren: two. Education:Draughon Business College (Montgomery) music courses at Huntingdon College creative writing courses, Washingt",Montgomery,32.3792,-86.3077
"HARE, FRANCIS HUTCHESON",FRANCIS HUTCHESON HARE,"he State Bar in Alabama, 1927 practiced law in Birmingham for 57 years. After 1944, attorney with firm of Hare, Winn, Newell and N",Birmingham,33.5186,-86.8104
"HAYES, JOSEPH CLAUDE",JOSEPH CLAUDE HAYES,"ity of Heidelberg, 1938-1939. Taught at New York University, 1933-1936 University of Alabama, 1928-1936 1936-1971. Head of German ",York,32.4868,-88.2961
"HILL, HENRIETTA FONTAINE McCORMICK",HENRIETTA FONTAINE McCORMICK HILL,":
Homemaker political wife. Born:December 6, 1904, Eufaula. Parents:William Love and Henrietta (Copela",Eufaula,31.8918,-85.1455
"JENKINS, FLORENCE SMITH",FLORENCE SMITH JENKINS,":
Businesswoman. Born:May 21, 1904, Selma. Parents:R.A.P. and Ernestine (Blue) Smith. Married:George L",Selma,32.4074,-87.0211
"JOHNSON, THOMAS EARLE",THOMAS EARLE JOHNSON,"sconsin, Madison, M.A., 1945. Taught, University of Alabama, 1928-1969, first chairman of the Dept. of Speech, 1931-1969. Director",Madison,34.6993,-86.7483
"LONG, LILLIAN CAMPBELL PROUT",LILLIAN CAMPBELL PROUT LONG,"welfare supervisor, 1930-1934 taught school, Laurel, Miss., and Jackson and Perry Counties, Ala. wrote a weekly column for the Dem",Jackson,31.5087,-87.8944
"MARSHALL, WALLACE",WALLACE MARSHALL,"e, 1947 Norbert College, 1953 practiced medicine, Two Rivers, Wis. Watertown, Wis. Central State Hospital, Pineville, La. Heflin a",Heflin,33.6457,-85.5844
"THOMAS, DANIEL HARRISON",DANIEL HARRISON THOMAS,"f Pennsylvania, Ph.D., 1934.  Taught history in public and private schools in Alabama, 1925-1930 Butler University, 1930-1931 Univ",Butler,32.0891,-88.2219
"WILLIAMS, CLANTON WARE",CLANTON WARE WILLIAMS,"titute University of Chicago. Taught at Barnes School, Montgomery Ashville, N.C University of Alabama, 1929-1955 University of Hou",Ashville,33.8401,-86.2647
"BEATTY, RICHMOND CROOM",RICHMOND CROOM BEATTY,"bilt University, Ph.D., 1930. Taught at Tennessee State Teachers College in Memphis University of Alabama Vanderbilt University, 1",Memphis,34.7462,-87.4647
"HOLLOWAY, LUCY ARIEL WILLIAMS",LUCY ARIEL WILLIAMS HOLLOWAY," College for Negroes, 1926-32 taught music at Dunbar High School in Mobile, 1932-36 supervisor of music for Mobile Public School S",Mobile,30.6954,-88.0399
"JENKINS, WILLIAM HARRISON",WILLIAM HARRISON JENKINS,"Emory University, M.S., 1931. Taught at Selma High School, 1931-1937 principal, Waverly School, 1937-1941 principal, Greensboro Sc",Greensboro,32.704,-87.5958
"KNOX, JOHN",JOHN KNOX,"a Presbyterian minister later moved to South Carolina, Texas, and back to Decatur, Ala. Freelance writer of short stories, short n",Carolina,33.1454,-87.7222
"LOGUE, PAULINE McLEOD",PAULINE McLEOD LOGUE,"director for Alabama and they lived in Greensboro and Auburn. Died September 13, 2000.
",Auburn,32.6099,-85.4808
"SULZBY, JAMES FREDERICK, JR.","JAMES FREDERICK SULZBY, JR.",":
Banker, business executive, writer. Born:Dec. 24, 1905 in Birmingham. Parents:James Frederick and Anne (Dobb",Birmingham,33.5186,-86.8104
"TOWER, JAMES ALLEN",JAMES ALLEN TOWER,"Washington, A.B., M.S., Ph.D. Taught geography at American University of Beirut, 1928-1936 Birmingham Southern College, 1936-1961 ",Birmingham,33.5186,-86.8104
"WILSON, LONA MAE LUCKY",LONA MAE LUCKY WILSON,"bama, A.A. certificate, 1963. Taught at Moundville, 1934-1964 Mobile, 1964-1967 Chickasaw, 1967-. Director, annual Easter pageant,",Chickasaw,30.7635,-88.0747
"WINN, JOSHUA NICHOLAS, III",JOSHUA NICHOLAS WINN III,"., 1928 Columbia, M.A., 1941. Taught in Lauderdale County, Ala., three years Tennessee Military Institute, Sweetwater, Tenn., 1930",Columbia,31.2927,-85.1124
"WINTZELL, JAMES OLIVER",JAMES OLIVER WINTZELL,hin Street in Mobile in 1938. Business prospered and expanded over the years into Mobile landmark Wintzell's Oyster House. Retired,Mobile,30.6954,-88.0399
"BRANTLEY, MARY E.",MARY E. BRANTLEY,"at the University of Alabama. Taught in the Birmingham City Schools, 1930-1945 Atmore City Schools, 1945-1972. Died December 1982.",Atmore,31.0243,-87.4941
"BRITTIN, NORMAN AYLSWORTH",NORMAN AYLSWORTH BRITTIN,"y of Washington, Ph.D., 1947. Taught English at the University of Utah, 1937-44 at the University of Chicago, 1947-48 at Auburn Un",Auburn,32.6099,-85.4808
"JOHNSTONE, KATHLEEN YERGER",KATHLEEN YERGER JOHNSTONE," Students League of New York. Taught dance at Lausanne School, Memphis, Tenn., 1928-1929 Arlington Hall, Arlington, Va., 1929-1930",Memphis,34.7462,-87.4647
"SCRUGGS, JOSIAH HUBERT, JR.","JOSIAH HUBERT SCRUGGS, JR.",":
Businessman. Born:Feb. 4, 1906, in Birmingham. Parents:Josiah Herbert and Willye (Turner) Scruggs. M",Birmingham,33.5186,-86.8104
"BURNS, CRANFORD HERMAN",CRANFORD HERMAN BURNS,"bia University, Ed.D. (1948). Taught in Cullman County Schools, 1930-44 principal of Jackson County High School in Scottsboro, 194",Cullman,34.1748,-86.8436
"CONSTANCE, KATE W.",KATE W. CONSTANCE," Married:Samuel J. Constance. Lived in Alabama, California, New York, Missouri and Florida in Montgomery in 1945 and 1946. Worked ",Montgomery,32.3792,-86.3077
"HARRISON, KARL C.",KARL C. HARRISON,"tted to the State Bar in 1934 practiced law in Columbiana after 1936. Member, Alabama State Senate, 1939-1943 Alabama House of Rep",Columbia,31.2927,-85.1124
"LYLE, IDALEE M.",IDALEE M. LYLE,"trong) Martin. Married:Albert Homer Lyle, June 14, 1930. Children:One. Education:Florence State University. Employed by the Limest",Florence,34.7998,-87.6773
"THOMPSON, WESLEY SYLVESTER",WESLEY SYLVESTER THOMPSON," Vernon, and Greensboro, Ala. taught in Alabama public schools, at Southwestern State College, Mississippi State College for Women",Greensboro,32.704,-87.5958
"VAN CLEVE, EMERSON SPROATT",EMERSON SPROATT VAN CLEVE,"State University, M.A., 1937. Taught music at Southern Illinois University, 1939-1945 head, Music Department, Livingston State Uni",Livingston,32.5848,-88.1872
"WALKER, ALYCE BILLINGS",ALYCE BILLINGS WALKER,"n:Judson College, A.B., 1928. Taught in public schools of Birmingham 1928-30. Society editor, Birmingham Post, 1930-1943 feature w",Birmingham,33.5186,-86.8104
"WICKS, CHARLES BEAUMONT",CHARLES BEAUMONT WICKS," Madrid University of Mexico. Taught at Wesleyan, 1932-1934 Johns Hopkins, 1934-1935 University of Alabama, 1935-1975. Fulbright s",Madrid,31.0363,-85.3825
"ABERNETHY, CECIL EMORY",CECIL EMORY ABERNETHY,"bilt University, Ph.D., 1940. Taught at West End High School in Birmingham, 1931-1935 University of Alabama, 1937-1938 Birmingham ",Birmingham,33.5186,-86.8104
"ABERNETHY, THOMAS YOUNG",THOMAS YOUNG ABERNETHY,"d part owner of the Talladega Home, 1936-50. Republican candidate for governor of Alabama, 1954. Delegate to Republican National C",Talladega,33.4359,-86.1
"BRUNHOUSE, ROBERT LEVERE",ROBERT LEVERE BRUNHOUSE,"nia, A.M., 1936, Ph.D., 1940. Taught history at Dickinson College, 1930-35, University of Pennsylvania, 1935-37 Elizabethtown (NJ)",Sylvania,34.559,-85.8122
"COTTEN, NELL WYLLIE",NELL WYLLIE COTTEN,"ee Cotten, December 30, 1949. Lived in Mobile after her marriage. Education:Florida State University, A.B., 1930. Taught elementar",Mobile,30.6954,-88.0399
"EVANS, ZELIA STEPHENS",ZELIA STEPHENS EVANS,"ollege, Columbia University.  Taught at Marengo County Training School, 1928-30 in Shelby County, Alabama, 1939-46 in Waynesboro, ",Columbia,31.2927,-85.1124
"FINN, SIDNEY BERNARD",SIDNEY BERNARD FINN,"ity of Rochester, M.S., 1940. Practiced dentistry in Rochester, N.Y., 1935-1938 associate research dentist, New York Department of",Rochester,34.2787,-86.2586
"WADDELL, WILLIAM HENRY, IV",WILLIAM HENRY WADDELL IV,"USArmy, 1942-1945. Taught and practiced at Tuskegee, Ala., 1935-1942, 1945-1950. Director of Tuskegee Institute Veterinary Clinic ",Tuskegee,32.4307,-85.7077
"WELLS, GLENN L.",GLENN L. WELLS,":
Businessman. Born:August 12, 1908, in Dadeville, Ala. Parents:Louis E. and Blanche Dowling Wells. Ma",Dadeville,32.8312,-85.7636
