Last_First,First_Last,info,location,latitude,longitude
"COYLE, JAMES EDWIN",JAMES EDWIN COYLE,"aret Laetitia (Durney) Coyle. Education: Mungret College, Limerick, Ireland, B.A., 1893, graduated from Collegio Americano del Nor",,,
"DeFOREST, LEE",LEE DeFOREST,"quinti, 1930. Children:Three. Education:Yale University, Ph.B., 1893 Ph.D., 1899. Began inventing mechanical devices while still a",,,
"FRAZER, WILLIAM HENRY",WILLIAM HENRY FRAZER,"ber 25, 1899. Children Three. Education Southwestern Presbyterian University, A.B., 1897 Union Theological Seminary, B.D., 1899.  ",,,
"HANDY, WILLIAM CHRISTOPHER",WILLIAM CHRISTOPHER HANDY,NOT FOUND,,,
"HARRIS, MAY",MAY HARRIS," and India (Crenshaw) Harris. Education:At home and with private tutors. Contributor of short stories, essays, and one-act plays t",,,
"KENNAMER, JOHN ROBERT, SR.","JOHN ROBERT KENNAMER, SR.","ber 30, 1896. Children: nine. Education: Green Academy, Nat., Al. Tri-State Normal College, Scottsboro, B. S., 1896. Teacher in Ma",,,
"McDAVID, MITTIE ROSE OWEN",MITTIE ROSE OWEN McDAVID,"June 30, 1891. Children:Four. Education:Tuscaloosa Episcopal School, Huntsville College. Member:Birmingham Writers Club, (presiden",,,
"BECK, MAY RANDLETTE",MAY RANDLETTE BECK,"te course at Wilmington, N.C. studied elocution under teachers from the Boston Conservatory of Art. Early life devoted to home int",,,
"BOND, ALBERT RICHMOND",ALBERT RICHMOND BOND,"th Walmsley, October 7, 1925. Education:University of Nashville in Tennessee, A.B., A.M., 1895 Southern Baptist Theological Semina",,,
"JACKSON, GEORGE PULLEN",GEORGE PULLEN JACKSON,"ecember 18, 1926 (died 1939). Education:Royal Conservatory of Music, Dresden, 1897-1898 Vanderbilt University, 1900-1901 Universit",,,
"JOHNSTON, HEWITT",HEWITT JOHNSTON,"h Louisa (Thompson) Johnston. Education:Florence Normal College, graduated, 1900 Nashville Medical College, M.D., 1906 University ",,,
"LINDSAY, MAUDE McKNIGHT",MAUDE McKNIGHT LINDSAY,":
Pioneer in early childhood education, teacher, writer. Born:May 13, 1874, Tuscumbia. Parents:Alabama Governor Robert Burns and ",,,
"RUSSELL, MILDRED BREWER",MILDRED BREWER RUSSELL," Payne Russell. Children:Six. Education:St Joseph's Academy, Emmetsburg, Md. Died February 28, 1949.
",,,
"SWARTZ, MIFFLIN WYATT",MIFFLIN WYATT SWARTZ,"f Virginia, B.A., M.A., Ph.D. studied at University of Chicago. Taught at Winchester, Va. Ft. Worth, TX Milwaukee (Wisc.) Academy ",,,
"WALLACE, JOHN HENRY, JR.","JOHN HENRY WALLACE, JR."," Florence, graduated in 1890  studied law in Florence and Huntsville. Admitted to Alabama Bar, May 10, 1896 practiced in Huntsvill",,,
"WHEELER, HARRY EDGAR",HARRY EDGAR WHEELER,ie Lee Warren. Children:Five. Education:Lehigh University Southeastern University Vanderbilt University. Ordained Methodist minist,,,
"HURTEL, CAROLINE GAILLARD",CAROLINE GAILLARD HURTEL," and Sarah (Gaillard) Hurtel. Education:Barton Academy High School Faelton School of Music, Boston. Taught piano in Mobile. Member",,,
"RIVES, JOHN ROBERT THOMAS",JOHN ROBERT THOMAS RIVES,NOT FOUND,,,
"ARMES, ETHEL MARIE",ETHEL MARIE ARMES,"d Lucy Hamilton (Kerr) Armes. Education:attended private schools in Washington, D.C. Employed as a reporter for the Chicago Chroni",,,
"CATTS, SAMUEL WALKER",SAMUEL WALKER CATTS,NOT FOUND,,,
"DAVIS, GEORGE JACOB",GEORGE JACOB DAVIS," June 28, 1905. Children:Two. Education:Attended George Washington University Cornell University, B.C.E., 1902. Taught engineering",,,
"GWALTNEY, LESLIE LEE",LESLIE LEE GWALTNEY,"ber 23, 1902. Children: five. Education:University of Richmond, 1899-1904 Union Theological Seminary, 1904-1905 Southern Baptist T",,,
"HARRIS, GARRARD",GARRARD HARRIS,"Lou Sykes, November 14, 1906. Education:University of Georgia, North Georgia Agricultural College Millsaps College, LL.B., 1902. P",,,
"HUEY, MATTIE MARIE McADORY",MATTIE MARIE McADORY HUEY,"man member, Bessemer Board of Education member, Bessemer Carnegies Library Board member, Domestic Relations Board of Jefferson Cou",,,
"STUART, JOHN LEIGHTON",JOHN LEIGHTON STUART," Nov. 17, 1904. Children:One. Education:attended school five years in Mobile Hampden-Sydney College, B.A., LL.B. attended Union Th",,,
"CAYCE, EDGAR",EDGAR CAYCE,rtrude Evans. Children:Three. Education:through eighth grade at local schools in Hopkinsville widely read on his own. Trained as a,,,
"COMER, JAMES McDONALD",JAMES McDONALD COMER," Miller, 1904. Children:Four. Education:Graduated from Bingham Military Academy, Asheville, N.C. in 1897. Became associated with A",,,
"MORRISS, ELIZABETH CLEVELAND",ELIZABETH CLEVELAND MORRISS,"John Morriss, September 1908. Education:A.B., Judson College, 1895 L.I., (a library science degree), Peabody College, 1908 special",,,
"ROTH, GERTRUDE WOOLLEY",GERTRUDE WOOLLEY ROTH," C. Roth, 1922. Children:Two. Education:Private schools. Sang in the First Methodist Church Choir (Birmingham) 1898-1945. Received",,,
"TATUM, EDITH BRITTAIN CRENSHAW",EDITH BRITTAIN CRENSHAW TATUM,1900. Children:One. Education:studied in homes of her father and her aunt studied voice and piano under William Battenhausen did f,,,
"AMERINE, WILLIAM HENRY",WILLIAM HENRY AMERINE,"Cynthia Selena (Lee) Amerine. Education: US Military Academy. Served with the Alabama National Guard, erecting the first wireless ",,,
"BULLOCK-WILLIS, VIRGINIA",VIRGINIA BULLOCK-WILLIS,"905. Education:Private tutors studied in Paris George Washington University, bachelor's degree, master's degree and post graduate ",,,
"CRENSHAW, PAULINE SMITH",PAULINE SMITH CRENSHAW,NOT FOUND,,,
"DOWELL, SPRIGHT",SPRIGHT DOWELL,"mber 28, 1898. Children:Four. Education:Wake Forest College, A.B., 1896 Teacher's College of Columbia University, A.M.,1911. Serve",,,
"EDMONDS, HENRY MORRIS",HENRY MORRIS EDMONDS,"pril 30, 1907. Children Five. Education Marengo Military Institute, Demopolis  University of Tennessee, A.B., 1899 Presbyterian Th",,,
"EDWARDS, CHRISTINE WILLIAMS",CHRISTINE WILLIAMS EDWARDS,"Thomas Edwards. Children Two. Education Tennessee Technical Institute. President of Athens P.T.A., 1950. Died May 21, 1977.
",,,
"HARPER, ROLAND McMILLAN",ROLAND McMILLAN HARPER,"m and Bertha (Tauber) Harper. Education:University of Georgia, B.E., 1897 Columbia University, Ph.D., 1905. Married:Mary Susan Wig",,,
"McCORD, LEON CLARENCE",LEON CLARENCE McCORD,"ucation:Vanderbilt University studied law under Jesse E. Brown, Scottsboro. Practiced law in Scottsboro, 1900-1903 secretary of th",,,
"MORRISON, FLORENCE HOBSON",FLORENCE HOBSON MORRISON,"s and Sally (Pearson) Hobson. Education:Newcomb College, New Orleans. Married:Benjamin Mann Morrison, Hammond, La. Children:Three.",,,
"MOSES, ALFRED GEIGER",ALFRED GEIGER MOSES,", June 2, 1925. Children:One. Education:Louisville, Ky. B.A., University of Cincinnati, 1900 Hebrew Union College, 1901. Employed ",,,
"MOSES, MONTROSE JONAS",MONTROSE JONAS MOSES," June 19, 1923. Children:One. Education:Montgomery, Ala. B.S., College of the City of New York, 1899. Employed on editorial staff,",,,
"ROCHE, EMMA LANGDON",EMMA LANGDON ROCHE,"and Annie Laura (Jane) Roche. Education:Graduated from the Convent of Visitation, 1895 Art Students League in New York City. Wrote",,,
"STANLEY, CASSIUS MILLER",CASSIUS MILLER STANLEY,"Dec. 7, 1905. Children:Three. Education:Illinois College, Ph.B. Registered pharmacist in various Illinois cities reporter for Birm",,,
"WATERMAN, ANNIE LOUISE",ANNIE LOUISE WATERMAN,"ember 15, 1905. Children:One. Education:Agnes Scott Institute, Atlanta Miss Huger's School, New York City. Established Boy's Club ",,,
"BEALLE, ALFRED BATTLE",ALFRED BATTLE BEALLE,NOT FOUND,,,
"BUSCH, FRANCIS XAVIER",FRANCIS XAVIER BUSCH,"n Mapes Lucas, April 28, 1933.Education:Illinois College of Law, LL.B., 1904, LL.M, 1905 DePaul University, LL.D., 1912. Admitted ",,,
"CATCHINGS, WADDILL",WADDILL CATCHINGS,":May Francis, April 29, 1930. Education:Harvard University, A. B., 1901. Central Foundry in New York, president, 1911-1917 Platt I",,,
"CHESNUTT, SAMUEL LEE",SAMUEL LEE CHESNUTT,"ied:Emma Brown. Children:Two. Education:University of Tennessee, 1900 Peabody College, M.S. Taught at Concord and Farragut, Tenn. ",,,
"COLLINS, CHARLES WALLACE",CHARLES WALLACE COLLINS,"cago, Ph.B., 1908, A.M., 1909 studied at Harvard University, 1910-1911. Admitted to the Alabama Bar, 1901 admitted to practice bef",,,
"CORNELIUS, MARY CHILTON CHASE",MARY CHILTON CHASE CORNELIUS,"lson Cornelius, June 5, 1900. Education:Private schools. Member of the American Literary Association and the Verse Writers Guild o",,,
"CURZON, GRACE ELVINA TRILLIA HINDS",GRACE ELVINA TRILLIA HINDS CURZON,NOT FOUND,,,
"KNOX, ROSA BELLE",ROSA BELLE KNOX, Mary Belle (Wadsworth) Knox. Education:Agnes Scott College Columbia University. Childhood was spent largely on the estate of rela,,,
"LANG, GEORGE",GEORGE LANG,"is father opened a coal mine. Education:Southwestern Presbyterian University, Clarksville, Tenn., B.A., 1905 B.D., 1906 University",,,
"MALLORY, KATHLEEN MOORE",KATHLEEN MOORE MALLORY,"eline Louisa (Moore) Mallory. Education:A.B., Goucher College, 1902. Employed as teacher, Demopolis superintendent, Women's Missio",,,
"BODDIE, JOHN BENNETT, JR.",JOHN BENNETT BODDIE JR.,"d:Lillian Orr Williams, 1953. Education:University of Virginia, 1900-1902 Kent College of Law in Chicago, LL.B., 1911. Entered the",,,
"GANEY, JOSEPH SAMUEL",JOSEPH SAMUEL GANEY,", July 3, 1907. Children:One. Education:Troy State Normal College, Ph.B., 1907 study at University of Virginia, 1910-1911. Teacher",,,
"HENLEY, JOHN CHARLES, JR.","JOHN CHARLES HENLEY, JR.","ril 26, 1906. Children: four. Education:Pantops Academy, Charlottesville, Va. Princeton University, B.A., 1902. Reporter, Birmingh",,,
"JAMES, POWHATAN WRIGHT",POWHATAN WRIGHT JAMES,"a before entering the clergy. Education:Seminary in Alabama, graduated 1913. Pastor of churches in Selma Dallas, TX Nashville, Ten",,,
"KELLER, HELEN ADAMS",HELEN ADAMS KELLER,earing before the age of two. Education Tutored by Anne Sullivan Macy through childhood attended the Perkins Institute for the Bli,,,
"WALKER, ANNE KENDRICK",ANNE KENDRICK WALKER,"Eliza Jane (Kendrick) Walker. Education:Private tutors Miss Crozier's School for Young Ladies, Knoxville, Tenn. Feature writer, Bi",,,
"CARMICHAEL, WAVERLY TURNER",WAVERLY TURNER CARMICHAEL,":
Poet. Born:1936, Snow Hill. Education:Snow Hill Institute attended Harvard for one summer. During World War I served in France w",,,
"FIES, ROSE MAYER",ROSE MAYER FIES,NOT FOUND,,,
"LITTLE, ROBERT IRVING",ROBERT IRVING LITTLE,"arvard University, M.A., 1912 studied at Gottingen University and at the Sorbonne Harvard University, Ph.D., 1918. Employed at Tus",,,
"LLOYD, STEWART JOSEPH",STEWART JOSEPH LLOYD,"ber 26, 1911. Children:Three. Education:University of Toronto, B.A., 1904 McGill University, M.Sc., 1906 University of Chicago, Ph",,,
"SEIBERT, CHARLES H.",CHARLES H. SEIBERT,NOT FOUND,,,
"SNAVELY, GUY EVERETT",GUY EVERETT SNAVELY,"n Hale, 1964. Children:Three. Education:Johns Hopkins University, A.B., 1901, Ph.D. , 1908. Registrar and professor of Romance Lan",,,
"BOHANNON, WILLIAM EVERETTE",WILLIAM EVERETTE BOHANNON,"ndiana University, A.M., 1915 studied at the University of Chicago, 1916. Taught in the rural schools of Kentucky for two years su",,,
"CHAPPELL, CLOVIS GILLHAM",CLOVIS GILLHAM CHAPPELL,"April 15, 1908. Children:Two. Education:Duke University, 1902-1903 Harvard, 1904-1905. Principal of E. W. Grove High School, Paris",,,
"FIES, MILTON HENRY",MILTON HENRY FIES," Rose Mayer, January 1, 1907. Education Columbia University, School of Mines, B.S., 1904. Worked for Republic Iron and Steel Compa",,,
"MARSHALL, JAMES WILLIAMS",JAMES WILLIAMS MARSHALL," 1882. Married:Marion Cannon. Education:B.A., B.D., M.A., Southwestern Presbyterian University McCormick Seminary, Chicago. Ordain",,,
"MOORE, WILLIAM DAVIS",WILLIAM DAVIS MOORE,"June 3, 1908. Children:Three. Education:Galion, Ohio Morgan Engineering Company, 1903. Employed as a clerk, Erie Railroad, 1900-19",,,
"CALLOWAY, ABRAM ARTEMUS",ABRAM ARTEMUS CALLOWAY,NOT FOUND,,,
"COOK, ELLA BOOKER",ELLA BOOKER COOK,oker. Married:Victor A. Cook. Education:Rural education was supplemented by teachers her parents brought to the farm from time to ,,,
"CRAVNER, WILLIAM CHARLES",WILLIAM CHARLES CRAVNER,NOT FOUND,,,
"STOLLENWERCK, FRANK, JR.","FRANK STOLLENWERCK, JR.","June 20, 1917. Children: one. Education:attended private school in Greenville, Ala., Starke's University in Montgomery, and Boys L",,,
"BIDGOOD, LEE",LEE BIDGOOD,"ly Mary Smith. Children:Four. Education:Churchland Academy, Virginia University of Virginia, B.A., M.A. Served as a fellow, assist",,,
"CLEERE, WILLIAM W.",WILLIAM W. CLEERE,"lings Temple, April 6, 1929.. Education:Vanderbilt Medical School, M.D. Served in the US Army Medical Corps during World War I. Pr",,,
"FRASIER, SCOTTIE McKENZIE",SCOTTIE McKENZIE FRASIER,"th Frasier, October 21, 1908. Education Talladega High School, 1901 Judson College, 1903 School of Journalism, Columbia University",,,
"HALL, GROVER CLEVELAND",GROVER CLEVELAND HALL,", May 14, 1912. Children:One. Education:Alabama country schools. Printer's devil in Dothan, 1905 editor, Enterprise Ledger, 1907 D",,,
"HIBBEN, SHEILA",SHEILA HIBBEN,"iam and Jennie Baldwin Craik. Education:Study in France. Married:Paxton Hibben, 1916. Children:One. Lived in Greece and Russia wit",,,
"JEMISON, EDITH GRACE",EDITH GRACE JEMISON,and Mary C. (Howard) Jemison. Education:Talladega schools business college. Worked for Talladega National Bank Talladega Fertilize,,,
"SEIBELS, FANNY LOCKETT MARKS",FANNY LOCKETT MARKS SEIBELS,"bels. Children:Two. Education:Studied violin in New York City, Chicago, and in Europe taught violin at Judson College led Music Ap",,,
"TYNES, MARY ELLA POLLARD",MARY ELLA POLLARD TYNES,NOT FOUND,,,
"CARROLL, MARY TARVER",MARY TARVER CARROLL,NOT FOUND,,,
"COBB, NED",NED COBB,NOT FOUND,,,
"CURRIE, GEORGE WASHINGTON",GEORGE WASHINGTON CURRIE,"mber 28, 1918. Children:Five. Education:Indiana University, A.B., 1908, A.M., 1911, Ph.D., 1924. Served as principal in several In",,,
"PIM, WILLIAM PAUL",WILLIAM PAUL PIM,"raduated from Cabot Institute studied photo-engraving, Bissell College John Huntington Polytechnic Institute. Employed as cartooni",,,
"ANDERTON, HENRY LAFAYETTE",HENRY LAFAYETTE ANDERTON,"mber 11, 1915. Children:five. Education:Cumberland University, Bachelor of Laws. Practiced law in Birmingham after 1914. Served as",,,
"CLARK, ELMER TALMAGE",ELMER TALMAGE CLARK,"a Yarbrough, August 15, 1923. Education:Temple University, B.D., S.T.D., 1925 Birmingham Southern College, B.A., 1926 George Peabo",,,
"DOBBINS, GAINES STANLEY",GAINES STANLEY DOBBINS,"ber 25, 1909. Children:Three. Education:Mississippi College, B.A., 1908 Southern Baptist Theological Seminary, Th.D., 1914 Columbi",,,
"FEIDELSON, CHARLES N.",CHARLES N. FEIDELSON,"ber 15, 1916. Children Three. Education University of Georgia, A.B., 1906 LL.B., 1908. Admitted to the Georgia Bar, 1908. Practice",,,
"MAYER, ARTHUR LOEB",ARTHUR LOEB MAYER,"May 16, 1916. Children:Three. Education:A.B., Harvard University, 1907. Moved to New York on his graduation and took a job as a sa",,,
"SCOTT, EVA CLYDE STOVALL",EVA CLYDE STOVALL SCOTT,"Marvin Scott. Children:Three. Education:Columbia Institute and Livingston University taught at Girard and Hopkinsville, Barbour Co",,,
"TAYLOR, LILY ROSS",LILY ROSS TAYLOR,"sity of Wisconsin, A.B., 1906 studied at American Academy of Rome Bryn Mawr, Ph.D., 1912 (Bryn Mawr had one of the first independe",,,
"TUCKER, IRWIN St JOHN",IRWIN St JOHN TUCKER,"uly 14, 1914. Children:Three. Education:General Theological Seminary in New York, B.D. attended Columbia University. Protestant Ep",,,
"ALLDREDGE, J. HADEN",J. HADEN ALLDREDGE,"Two. Married:Edna Eley, 1927. Education:Central Alabama Agricultural School during 1907 Jones Law School (Montgomery), LL.B. Taugh",,,
"KELLY, MAUD McLURE",MAUD McLURE KELLY,"ey and Leona (Bledsoe) Kelly. Education:Noble Institute, Anniston, graduated 1904 worked as a stenographer in her father's law pra",,,
"WILLIAMS, BESSIE LEE BRADFORD",BESSIE LEE BRADFORD WILLIAMS,"March 27, 1907. Children:One. Education:in East Tennessee. Wrote column ""Coffee Break"" for Albertville Herald and Sand Mountain Re",,,
"COX, NORMAN WADE",NORMAN WADE COX," Mathews, 1910. Children:Two. Education:Mercer University, B.A., 1914, Southern Baptist Theological Seminary, Th.D., 1918. Ordaine",,,
"CRAVNER, MARIE ALDRICH",MARIE ALDRICH CRAVNER,NOT FOUND,,,
"ERNST, MORRIS LEOPOLD",MORRIS LEOPOLD ERNST,"arch 1, 1923. Children Three. Education Williams College, B.A., 1909 New York Law School, J.D., 1912. Served as treasurer for shir",,,
"GATCHELL, DANA KING",DANA KING GATCHELL,NOT FOUND,,,
"KROLL, HARRY HARRISON",HARRY HARRISON KROLL,"ay 12, 1911. Children: three. Education:Little early education worked at sawmilling and photography while preparing on his own for",,,
"LAZARUS, SIDNEY P.",SIDNEY P. LAZARUS,NOT FOUND,,,
"WOODRUFF, HELEN SMITH",HELEN SMITH WOODRUFF,"s B. Woodruff, June 18, 1904. Education:tutors Gardner School New York City Temple School, New York City Noble Academy, Anniston, ",,,
"CAMPBELL, DAVIS WRIGHT, SR.","DAVIS WRIGHT CAMPBELL, SR.","e. Married: Eva Winn, 1939. : Education: Georgia Military Academy Graduated from Mercer University attended Eastman Business Colle",,,
"DURHAM, FRANCES GILDART RUFFIN",FRANCES GILDART RUFFIN DURHAM," G. and M. E. (Henry) Ruffin. Education:St Joseph's College, Emmitsburg, Md., B.A. Married:Joseph F. Durham. Employed as teacher p",,,
"GAITHER, FRANCES ORMOND JONES",FRANCES ORMOND JONES GAITHER,"Rice Gaither, April 25, 1912. Education: Mississippi State College for Women, B.A., 1909. Taught briefly in Corinth and lived in M",,,
"GARBER, JAMES R.",JAMES R. GARBER,"d:Bessie Evans. Children:Two. Education:High school, Demopolis Spring Hill College Jefferson Medical College, M.D. interned Johns ",,,
"KIRK, MARY WALLACE",MARY WALLACE KIRK," Ella Pearsall (Rather) Kirk. Education:Agnes Scott College, A.B., 1911, Phi Beta Kappa. Served on the Board of Trustees of Agnes ",,,
"LESTER, ROBERT McDONALD",ROBERT McDONALD LESTER,"e Aldridge, January 30, 1915. Education:Birmingham Southern College, B.A., 1908 Vanderbilt University, B.A., 1911 University of Mi",,,
"WALLER, GEORGE PLATT",GEORGE PLATT WALLER,"Susan Theresa (Jones) Waller. Education:University of Virginia, LL.B., 1912. Principal of high school, Chilhowie, Va., 1913. Vice ",,,
"ABERNETHY, THOMAS PERKINS",THOMAS PERKINS ABERNETHY," Robertson, December 6, 1917. Education:College of Charleston, A.B., 1912 Harvard University, M.A., 1915, Ph.D., 1922. Military se",,,
"BLACKFORD, RANDOLPH FAIRFAX",RANDOLPH FAIRFAX BLACKFORD,ckford. Married:  Ellen Ford. Education:Virginia Theological Seminary. Ordained a deacon in 1915 and a priest in the Episcopal Chu,,,
"COWART, RALPH WALDO",RALPH WALDO COWART,":
Educator professor of education. Born:January 7, 1890, Luverne. Parents:James Hausford and Mary Jane (Larkin) Cowart. Marr",,,
"KILPATRICK, EMMETT",EMMETT KILPATRICK,"nd May (Carleton) Kilpatrick. Education:Maryville College, B.A. Johns Hopkins University, M.A., 1923 University of Paris, Ph.D., 1",,,
"LIDE, ALICE ALISON",ALICE ALISON LIDE,on. Married:Thomas Evan Lide. Education:Converse College Columbia University. Lived in the Selma and Carlowville area (Dallas Coun,,,
"McGINTY, BASIL BEASLEY",BASIL BEASLEY McGINTY,"nuary 31, 1924. Children:two. Education:high school, correspondence courses.Ordained Baptist minister. Employed as office employee",,,
"PIERSON, WILLIAM WHATLEY",WILLIAM WHATLEY PIERSON,", 1949 and 1963. Traveled and studied in Spain, Portugal, and thirteen Latin American countries. Taught at the University of North",,,
"STECKEL, MINNIE LOUISE",MINNIE LOUISE STECKEL,"orn:in 1890 in Woodbine, Kan. Education:University of Kansas, B.A. University of Chicago, M.A., Ph.D. School administrator and psy",,,
"TEN HOOR, MARTEN",MARTEN TEN HOOR," the US Army, WWI, 1918-1919. Education:attended Calvin Jr. College in 1909 University of Michigan, A.B., A.M., Ph.D. Worked as a ",,,
"ALEXANDER, TRUMAN HUDSON",TRUMAN HUDSON ALEXANDER,"ber 30, 1914. Children:Three. Education:Howard Institute, Mt. Pleasant, Tn., 1900-1909 Vanderbilt University, 1909-1912. Wrote for",,,
"ALLISON, ELIZABETH HARRIET KELLY",ELIZABETH HARRIET KELLY ALLISON,"burn 1922-1990. Children:Two. Education:Emory and Henry College. Taught in the schools of Virginia. Died April 9, 1990.
",,,
"BIRNEY, HERMAN HOFFMAN",HERMAN HOFFMAN BIRNEY," June 14, 1930. Children:One. Education:Dickinson College, Carlisle, Pa., 1908-1912. Served in the Army during World War I attache",,,
"COOPER, MATTIE CLAIRE HILL",MATTIE CLAIRE HILL COOPER,"mber 12, 1911. Children: one. Education:Graduated from Judson College, 1909 attended Southwestern Baptist Theological Seminary. Te",,,
"FARMER, HALLIE",HALLIE FARMER," and Elizabeth Modlia Farmer. Education Terre Haute Normal School (Indiana State University), B.S., 1917 University of Wisconsin, ",,,
"HARRIS, JULIA MAY",JULIA MAY HARRIS,"h and Callie (Wilson) Harris. Education:George Peabody College, B.S., 1920, M.A., 1923 further study, Columbia University. Teacher",,,
"HAWIE, ASHAD GHGHE",ASHAD GHGHE HAWIE,NOT FOUND,,,
"PENNINGTON, EDGAR LEGARE",EDGAR LEGARE PENNINGTON,"ornell University, M.A., 1923 studied for the ministry and ordained into the Episcopal Church in 1921. Served as an ensign in the ",,,
"RYAN, HARRIET FITTS",HARRIET FITTS RYAN,"rd Ryan, 1923. Children:Four. Education:Mobile schools. Acted in the theatre companies of Laura Hope Crewes, Margaret Auglin, and ",,,
"SMITH, CHARLES BUNYAN",CHARLES BUNYAN SMITH," College, Columbia University studied at Duke University. Began teaching in 1910 in Crenshaw Co., Ala. 1917-1923 employed in Ramer",,,
"VANCE, HENRY CLAY",HENRY CLAY VANCE,NOT FOUND,,,
"VAUGHAN, GEORGE LESTER",GEORGE LESTER VAUGHAN,"henson, 1928. Children:Seven. Education:grade school at Snead College School and Colfax School Burleson College School, 1919-1922 ",,,
"BAYER, SPENCER DROKE",SPENCER DROKE BAYER,":
Teacher, educational administrator. Born: May 18, 1982, Cumberland City, Stewart County, Tennessee. Parents:J",,,
"CARLISLE, CECIL ALLEN",CECIL ALLEN CARLISLE,"nuary 15, 1924. Children:One. Education:Emory University, A.B., 1915. Publicity manager, American Cast Iron Pipe Company, 1915-195",,,
"DIXON, FRANK MURRAY",FRANK MURRAY DIXON,"vember 3, 1920. Children:Two. Education: Phillips Exeter Academy Columbia University University of Virginia, LL.B. Admitted to the",,,
"GASTON, ARTHUR GEORGE",ARTHUR GEORGE GASTON,"a Smith Gaston. Children:One. Education:Study at Tuggle Institute, a private school for African-American students in Birmingham. S",,,
"LEEK, CHARLES FRANKLIN",CHARLES FRANKLIN LEEK,", July 6, 1919. Children:Two. Education:University of Richmond, B.A., 1922 Southern Baptist Theological Seminary, Th.M., 1925. Ord",,,
"MATTHEWS, LOU EMMA EASTBURN",LOU EMMA EASTBURN MATTHEWS,NOT FOUND,,,
"SHILLITO, MARTHA LYMAN",MARTHA LYMAN SHILLITO,o in Dec. 1916. Children:Two. Education:attended Randolph Macon College. Assistant editor of The Alabama Club Woman edited column ,,,
"SMITH, ESTELLE SCROGGINS",ESTELLE SCROGGINS SMITH," Married:W. J. Smith in 1924. Education:Peabody College, B.S. Columbia University, M.S. Taught at Blanch [Alabama?] principal at C",,,
"THOMPSON, LUCILLE KEY",LUCILLE KEY THOMPSON,"ov. 14, 1920. Children:Three. Education:attended Troy State College. Taught art at Troy State College, 1912-1914. Member National ",,,
"YEUELL, GLADSTONE HORACE",GLADSTONE HORACE YEUELL,"ol administrator professor of education. Born:July 1, 1892, in Atwood, Ill. Parents:Claris and Ida (Davis) Yeuell. Married:Eugenia",,,
"BECK, MARTIN LUTHER",MARTIN LUTHER BECK,":
Professor of education pastor. Born: November 4, 1893. Parents: John Thomas and Mary J. Anderson Beck. Married: E",,,
"BELSER, DANYLU",DANYLU BELSER,":
Teacher educational administrator. Born:March 28, 1893, Montgomery County. Parents:Stephen P. and Martha Fra",,,
"BURKE, ARTHUR DEVRIES",ARTHUR DEVRIES BURKE,"te Oltcalt, February 1, 1921. Education:University of Wisconsin, B.S., 1916 Ohio State University, M.S., 1920, additional study, 1",,,
"CHAMBERS, JOSEPH VERNON",JOSEPH VERNON CHAMBERS,"ness College in Columbus, Ga. studied law by correspondence from La Salle Correspondence School in Chicago. Worked in the cotton m",,,
"CUMMING, JOHN PALMER",JOHN PALMER CUMMING,NOT FOUND,,,
"McCLUER, LEON",LEON McCLUER,"ary 10, 1921. Children:Three. Education:Millsaps College, 1915-1916 B.S., 1926 M.S., 1927, George Peabody College. Employed as sch",,,
"PIKE, FLORA MAE MILNER",FLORA MAE MILNER PIKE,NOT FOUND,,,
"WHITE, HALLIE CANTRELL",HALLIE CANTRELL WHITE,NOT FOUND,,,
"YELVERTON, LOIS",LOIS YELVERTON,NOT FOUND,,,
"BLAKELY, HUNTER BRYSON",HUNTER BRYSON BLAKELY,arried Mary Morris one child. Education:Attended Erskine College Princeton Seminary (B.D. 1919) Louisville Presbyterian Seminary U,,,
"BRANSCOMB, BENNETT HARVIE",BENNETT HARVIE BRANSCOMB,"une 15, 1921. Children:Three. Education:Birmingham Southern College, A.B., 1913, Oxford University, Rhodes Scholar, 1914-1917 Colu",,,
"BURKHARDT, ERDMANN WALTER",ERDMANN WALTER BURKHARDT,"an Carpenter. Children:Three. Education:Washington State University, B.S. Columbia University, M.S. Taught in the architecture dep",,,
"CHAPMAN, HERMAN HOLLIS",HERMAN HOLLIS CHAPMAN,"cPherson, September 18, 1919. Education:University of Michigan, A.B. University of Minnesota, graduate study Columbia University, ",,,
"JENKINS, NELLIE MORRIS",NELLIE MORRIS JENKINS,":
Teacher, educational administrator genealogiSt Born:1894, Old Morrisville in Calhoun County. Parents:Elbert G",,,
"PENDELL, ELMER",ELMER PENDELL,"rnell University, Ph.D., 1929 studied population under James A. Field and Walter F. Wilcox. Served in US Army during World War I a",,,
"SMITH, SIMON JACOB",SIMON JACOB SMITH," Nov. 5, 1916. Children:Four. Education:attended Livingston College. Worked at Bessemer Post Office for 35 years choir director Pl",,,
"BLISS, LORETTA ANN DEERING",LORETTA ANN DEERING BLISS," Bliss, Jr., August 20, 1918. Education:Ursuline Academy, Hunter College, Cox College, and Columbia University. Served as vice pre",,,
"DAHL, EVELYN SMITH",EVELYN SMITH DAHL," of Mobile, January 29, 1946. Education attended Ward-Belmont College, Nashville, for two years later attended the Cincinnati Scho",,,
"ERVIN, VIOLET GROSS",VIOLET GROSS ERVIN,"s. Married Robert Hugh Ervin. Education Tennessee College for Women, B.A., 1916 Chicago Musical College, Troy State University, M.",,,
