Last_First,First_Last,info,location,latitude,longitude
"TUCKER, IRWIN St JOHN",IRWIN St JOHN TUCKER,NOT FOUND,,,
"ALLDREDGE, J. HADEN",J. HADEN ALLDREDGE,. Admitted to the bar in 1915 practiced before the Interstate Commerce Commission. Chief of the Transportation Bureau of the Alaba,,,
"BLISS, ANDREW RICHARD, JR.",ANDREW RICHARD BLISS JR. ,"rsity of Alabama, M.D., 1932. Taught at various schools in the South, including the University of Alabama, Emory University School",,,
"BURNS, JEREMIAH M.",JEREMIAH M. BURNS,"n, Tenn., graduating in 1904. Taught in the rural schools for ten years then served as superintendent of education for Winston Cou",,,
"DORMAN, LEWY",LEWY DORMAN,"College, but had his teaching career cut short when he lost his ability to speak after cancer surgery. Died January 23, 1965.
",,,
"HOBBS, SAMUEL FRANCIS",SAMUEL FRANCIS HOBBS,NOT FOUND,,,
"MOORE, ALBERT BURTON",ALBERT BURTON MOORE,NOT FOUND,,,
"WILLIAMS, BESSIE LEE BRADFORD",BESSIE LEE BRADFORD WILLIAMS,NOT FOUND,,,
"COLES, SAMUEL B.",SAMUEL B. COLES,NOT FOUND,,,
"COX, NORMAN WADE",NORMAN WADE COX,NOT FOUND,,,
"JONES, WALTER BURGWYN",WALTER BURGWYN JONES,NOT FOUND,,,
"KROLL, HARRY HARRISON",HARRY HARRISON KROLL,"e state teachers examination. Taught in Alabama rural schools, 1911-21 George Peabody College, B.S., 1923 M.S., 1925. Taught at Li",,,
"McCORD, HOWARD FURMAN",HOWARD FURMAN McCORD,"ogress in agriculture and agribusiness, honored by the Bibb County Historical Association, 1976. Died November 13, 1983.
",,,
"PERSONS, JOHN CECIL",JOHN CECIL PERSONS,"., 1910 honorary LL.D., 1952. Practiced law, served as treasurer of the University of Alabama. Entered banking as his career. Serv",,,
"WOODRUFF, HELEN SMITH",HELEN SMITH WOODRUFF,NOT FOUND,,,
"DURHAM, FRANCES GILDART RUFFIN",FRANCES GILDART RUFFIN DURHAM,NOT FOUND,,,
"GARBER, JAMES R.",JAMES R. GARBER,NOT FOUND,,,
"GUERARD, IONE CROWE",IONE CROWE GUERARD,NOT FOUND,,,
"KIRK, MARY WALLACE",MARY WALLACE KIRK,"t Association. Her antebellum home, Locust Hill, provided the background for some of her writings, and her art work illustrated it",,,
"LESTER, ROBERT McDONALD",ROBERT McDONALD LESTER,"poration. Retired in 1954 and moved to Chapel Hill, N.C., where he became executive director of the Southern Fellowship Fund of th",,,
"SAHAG, LEON MARR",LEON MARR SAHAG,NOT FOUND,,,
"SELLERS, JAMES BENSON",JAMES BENSON SELLERS,NOT FOUND,,,
"WALLER, GEORGE PLATT",GEORGE PLATT WALLER,NOT FOUND,,,
"BLACKFORD, RANDOLPH FAIRFAX",RANDOLPH FAIRFAX BLACKFORD,NOT FOUND,,,
"DAVIS, POSEY OLIVER",POSEY OLIVER DAVIS,NOT FOUND,,,
"McGINTY, BASIL BEASLEY",BASIL BEASLEY McGINTY,NOT FOUND,,,
"RAY, LOUISE CRENSHAW",LOUISE CRENSHAW RAY,NOT FOUND,,,
"TEN HOOR, MARTEN",MARTEN TEN HOOR,"te tutor, 1909-1911 1911-1944 taught successively at Washington College and the Universities of Michigan, Illinois, and Tulane pro",,,
"YOUNGBLOOD, FRANCES E.",FRANCES E. YOUNGBLOOD,NOT FOUND,,,
"ALEXANDER, TRUMAN HUDSON",TRUMAN HUDSON ALEXANDER,NOT FOUND,,,
"BEAN, WILLIAM GLEASON",WILLIAM GLEASON BEAN,"ity, M.A., 1914, Ph.D., 1922. Taught in Blount County, Ala., 1913-15 Harvard University teaching fellow, 1920-22 Washington and Le",,,
"CARMICHAEL, OLIVER CROMWELL",OLIVER CROMWELL CARMICHAEL,NOT FOUND,,,
"COOPER, MATTIE CLAIRE HILL",MATTIE CLAIRE HILL COOPER,NOT FOUND,,,
"HARRIS, JULIA MAY",JULIA MAY HARRIS,NOT FOUND,,,
"MATHEWS, MITFORD McLEOD",MITFORD McLEOD MATHEWS,NOT FOUND,,,
"PATRICK, LUTHER",LUTHER PATRICK,NOT FOUND,,,
"SMITH, CHARLES BUNYAN",CHARLES BUNYAN SMITH,NOT FOUND,,,
"THOMPSON, FANNIE LEE MCCONDICHIE",FANNIE LEE MCCONDICHIE THOMPSON,"College, and Peabody College. Taught in public schools of Alabama for 50 years. Awarded honorary D.H.L. degree by London Institute",,,
"VANCE, HENRY CLAY",HENRY CLAY VANCE,NOT FOUND,,,
"VAUGHAN, GEORGE LESTER",GEORGE LESTER VAUGHAN,NOT FOUND,,,
"CARLISLE, CECIL ALLEN",CECIL ALLEN CARLISLE,NOT FOUND,,,
"COLEMAN, ELIZABETH TYLER",ELIZABETH TYLER COLEMAN,"arthmore College, M.A., 1923. Taught at Lanier High School, 1912-1918 head of the English department at Swarthmore College taught ",,,
"DEAN, BLANCHE EVANS",BLANCHE EVANS DEAN,"sity of Alabama, B. S., 1924. Taught in Jefferson County schools for thirty-two years. Founded the Alabama Outdoor Nature Camp for",,,
"DIXON, FRANK MURRAY",FRANK MURRAY DIXON,NOT FOUND,,,
"LEEK, CHARLES FRANKLIN",CHARLES FRANKLIN LEEK,NOT FOUND,,,
"MATTHEWS, LOU EMMA EASTBURN",LOU EMMA EASTBURN MATTHEWS,NOT FOUND,,,
"SHILLITO, MARTHA LYMAN",MARTHA LYMAN SHILLITO,NOT FOUND,,,
"BECK, MARTIN LUTHER",MARTIN LUTHER BECK,NOT FOUND,,,
"BELSER, DANYLU",DANYLU BELSER,NOT FOUND,,,
"BURKE, ARTHUR DEVRIES",ARTHUR DEVRIES BURKE," Huntington, W.Va., 1916-1917 taught at Ohio State University, 1919-1920, OKhoma A & M University, 1920-1929, and Alabama Polytech",,,
"CARMICHAEL, OMER",OMER CARMICHAEL," copied throughout the South. Taught in summer sessions at many institutions including the University of Florida, the University o",,,
"CHAMBERS, JOSEPH VERNON",JOSEPH VERNON CHAMBERS,"ents:Joseph Sanders Chambers. Lived in Chambers and Lee Counties. Married:Attie Belle Bonner, December 18, 1912. Children:Two. Mar",,,
"CUMMING, JOHN PALMER",JOHN PALMER CUMMING,NOT FOUND,,,
"DOUGLASS, HIRAM KENNEDY",HIRAM KENNEDY DOUGLASS,NOT FOUND,,,
"PIKE, FLORA MAE MILNER",FLORA MAE MILNER PIKE,NOT FOUND,,,
"WHITE, HALLIE CANTRELL",HALLIE CANTRELL WHITE,":
Businesswoman genealogiSt Born:March 21, 1893. Parents:Toulous Polk and Octavia Emaline (Patterson) ",,,
"BRANSCOMB, BENNETT HARVIE",BENNETT HARVIE BRANSCOMB," briefly in the US Army, WWI. Taught at Southern Methodist, 1919-1925 at Duke University, 1925-46, serving as director of the libr",,,
"CHAPMAN, HERMAN HOLLIS",HERMAN HOLLIS CHAPMAN," as director of the Bureau of Business Research, University of Alabama, 1930-1951. Died January 10, 1977.
",,,
"JENKINS, NELLIE MORRIS",NELLIE MORRIS JENKINS,", 1915 University of Alabama. Taught at St Clair County High School Choctaw County High School principal of Elementary and Junior ",,,
"SMITH, SIMON JACOB",SIMON JACOB SMITH,NOT FOUND,,,
"BLISS, LORETTA ANN DEERING",LORETTA ANN DEERING BLISS,NOT FOUND,,,
"COOK, FESTUS MALACHI",FESTUS MALACHI COOK,NOT FOUND,,,
"DAHL, EVELYN SMITH",EVELYN SMITH DAHL,NOT FOUND,,,
"GANN, JOSHUA ARTHUR",JOSHUA ARTHUR GANN,NOT FOUND,,,
"KIRBY, LELIAS EUGENE",LELIAS EUGENE KIRBY,"s in the Methodist Church and taught an adult Sunday School class. Wrote a weekly newspaper column for many years. Died October 5,",,,
"MASON, AUGUST HOWARD",AUGUST HOWARD MASON,NOT FOUND,,,
"PENICK, LADIE AVERETTE FONVILLE",LADIE AVERETTE FONVILLE PENICK,NOT FOUND,,,
"GAYLE, WILLIAM ARMISTEAD, JR.","WILLIAM ARMISTEAD GAYLE, JR.",NOT FOUND,,,
"JOHANSEN, MARGARET ALISON",MARGARET ALISON JOHANSEN,NOT FOUND,,,
"LUTTRELL, CAROLYN LANE",CAROLYN LANE LUTTRELL,NOT FOUND,,,
"PILCHER, JOSEPH MITCHELL",JOSEPH MITCHELL PILCHER,NOT FOUND,,,
"STANFIELD, MATTIE COLE",MATTIE COLE STANFIELD,"Ala. attended junior college. Taught public school for next 5 years entered US Postal Service, working over 13 years as postmaster",,,
"TATE, ALBERTA HINDS",ALBERTA HINDS TATE,NOT FOUND,,,
"THOMAS, ALFRED BARNABY",ALFRED BARNABY THOMAS,"California, A.B., M.A., Ph.D. Taught at University of California, 1923-1927 University of OKhoma, 1927-1937 University of Alabama ",,,
"THOMPSON, HENRIETTA MARY",HENRIETTA MARY THOMPSON,":
Home economist educator. Born:April 12, 1896, New Orleans, La. Parents:George P. and Alphonsine (Wal",,,
"WYATT, THOMAS EUGENE",THOMAS EUGENE WYATT,NOT FOUND,,,
"ACTON, HUL-CEE MARCUS",HUL-CEE MARCUS ACTON,"study at the Sorbonne, Paris. Taught at Georgetown College, Kentucky, 1917-1918 University of Wisconsin, 1920-1925 Samford Univers",,,
"AGEE, RUCKER",RUCKER AGEE,NOT FOUND,,,
"ASKEW, WILLIAM KING",WILLIAM KING ASKEW,NOT FOUND,,,
"BROOKS, OLIVE",OLIVE BROOKS,NOT FOUND,,,
"BUTTERFIELD, MARVIN ELLIS",MARVIN ELLIS BUTTERFIELD,NOT FOUND,,,
"CASH, McKINLEY",McKINLEY CASH,NOT FOUND,,,
"COLCORD, BRADFORD CLAUDE",BRADFORD CLAUDE COLCORD,NOT FOUND,,,
"FARISH, HUNTER DICKINSON",HUNTER DICKINSON FARISH,"gricultural School, 1923-1924 taught at Westminister College, 1926-1937 Director of the Department of Research and Records of Colo",,,
"GLOVER, CATO DOUGLAS",CATO DOUGLAS GLOVER,"S., 1931. Distinguished naval career from 1919 until his retirement in 1957, achieving rank of admiral. Served in Paris and Lisbon",,,
"JAMES, ROBERT LESLIE",ROBERT LESLIE JAMES,NOT FOUND,,,
"KENNAMER, LORRIN GARFIELD",LORRIN GARFIELD KENNAMER,NOT FOUND,,,
"KRACKE, ROY RACHFORD",ROY RACHFORD KRACKE," 1914-1917 US Navy, 1917-1921 taught, University of Alabama, 1925-1926 taught, Emory University, 1926-1944 first Dean of the Medic",,,
"LIDDON, ELOISE",ELOISE LIDDON,NOT FOUND,,,
"McMURRY, MILDRED FRANKLIN DODSON",MILDRED FRANKLIN DODSON McMURRY,NOT FOUND,,,
"MIXSON, JOHN LESLIE",JOHN LESLIE MIXSON,NOT FOUND,,,
"WALKER, STELLA HARRIS",STELLA HARRIS WALKER,". Married:Drury Leroy Walker. Taught school in several South Alabama cities and Marvel, Bibb County taught at Jay, Fla., and Holme",,,
"BATHURST, JAMES ELMER",JAMES ELMER BATHURST,NOT FOUND,,,
"BOWEN, ROBERT A.",ROBERT A. BOWEN,NOT FOUND,,,
"BOYD, MINNIE CLARE",MINNIE CLARE BOYD,NOT FOUND,,,
"BRANTLEY, WILLIAM HENDERSON, JR.",WILLIAM HENDERSON BRANTLEY JR.,NOT FOUND,,,
"BROWN, LOU",LOU BROWN,NOT FOUND,,,
"HOLT, THAD",THAD HOLT,NOT FOUND,,,
"JACKSON, WALTER MAHAN",WALTER MAHAN JACKSON,NOT FOUND,,,
"LANCASTER, EDWIN BRAGG",EDWIN BRAGG LANCASTER,"ked as a practicing architect taught, Alabama Polytechnic Institute, 1942-1945 acting dean, School of Architecture and Allied Arts",,,
"MERONEY, ELOISE WHITLOW",ELOISE WHITLOW MERONEY,NOT FOUND,,,
"PEARSON, ANLOUISA",ANLOUISA PEARSON,NOT FOUND,,,
"TAYLOR, HUGH LEE",HUGH LEE TAYLOR,"ersity of Alabama, B.S., M.A. Taught at Hurricane, Ala., 1916-1920, and at Hatton, Ala., 1920-1923 principal in Catherine, Ala., 1",,,
"VICKERY, KATHERINE",KATHERINE VICKERY,"lege, A.M., 1919 Ph.D., 1929. Taught English and Latin in Millington, Tenn, 1919-1922 psychology at Alabama College (University of",,,
"WARD, MARY BEHRENDSEN",MARY BEHRENDSEN WARD,NOT FOUND,,,
"XAN, ERNA OLESON",ERNA OLESON XAN,"sity of Michigan, M.A., 1946. Taught country schools in Wisconsin  Secretary, Ernst & Ernst, Chicago Pittsburgh Piping & Equipment",,,
"ANDREWS, MARSHALL",MARSHALL ANDREWS,NOT FOUND,,,
"BEE, FANNA MAI KEES",FANNA MAI KEES BEE,NOT FOUND,,,
"COLLINS, HENRY BASCOM",HENRY BASCOM COLLINS,NOT FOUND,,,
"GAY, WILLIAM TEAGUE",WILLIAM TEAGUE GAY,NOT FOUND,,,
"GIBSON, JOHN MENDINGHALL",JOHN MENDINGHALL GIBSON,NOT FOUND,,,
"HIGGINS, ADDIE LEE",ADDIE LEE HIGGINS,NOT FOUND,,,
"HILL, HOWARD",HOWARD HILL,NOT FOUND,,,
"JAYNES, BESSIE WEBB",BESSIE WEBB JAYNES,"les B. Jaynes. Children: one. Lived in Alabama after her marriage. Education:acquired in Chicago. Wrote music, lyrics, and poems, ",,,
"LEWIS, JOSEPH",JOSEPH LEWIS,NOT FOUND,,,
"MATTHEWS, JOHN L.",JOHN L. MATTHEWS,NOT FOUND,,,
"MAULDIN, WILLIAM BENJAMIN",WILLIAM BENJAMIN MAULDIN,NOT FOUND,,,
"MOSELEY, FRANKLIN SHACKELFORD",FRANKLIN SHACKELFORD MOSELEY,NOT FOUND,,,
"THOMAS, CHAMINTNEY ELIZABETH",CHAMINTNEY ELIZABETH THOMAS,"of Maryville College (Tenn.). Taught grade school for 2 years taught piano, organ, cello, and guitar in public school and privatel",,,
"BOGGAN, LOUISE WARD",LOUISE WARD BOGGAN,NOT FOUND,,,
"BROWN, WILBURT SCOTT",WILBURT SCOTT BROWN,NOT FOUND,,,
"CANNON, RACHEL-DUKE HAMILTON",RACHEL-DUKE HAMILTON CANNON,NOT FOUND,,,
"FITZGERALD, ZELDA SAYRE",ZELDA SAYRE FITZGERALD,NOT FOUND,,,
"HINDS, GLADYS",GLADYS HINDS,NOT FOUND,,,
"McQUEEN, JAMES WILLIAM",JAMES WILLIAM McQUEEN,NOT FOUND,,,
"SPRATLING, WILLIAM PHILIP, JR.","WILLIAM PHILIP SPRATLING, JR.","iversity of Mexico, 1927-1929 moved to Mexico in late 1920s, settling at Taxco where he founded a silversmith industry and taught ",,,
"TAYLOR, CLEMENT ALLEN",CLEMENT ALLEN TAYLOR,NOT FOUND,,,
"TRENHOLM, HARPER COUNCIL",HARPER COUNCIL TRENHOLM,NOT FOUND,,,
"WILSON, ELKIN CALHOUN",ELKIN CALHOUN WILSON,"ard, A.M., 1927, Ph.D., 1934. Taught English at Northwestern University, 1927-1931 University of Mississippi, 1934-1936 Cornell Un",,,
"BARKSDALE, JELKS",JELKS BARKSDALE,NOT FOUND,,,
"BURGHARD, AUGUST",AUGUST BURGHARD,"arolina, 1942-1943. Began his career with the Ft. Lauderdale News worked with the Ft. Lauderdale Chamber of Commerce president of ",,,
"CALVERT, WILLIAM JONATHAN, JR.","WILLIAM JONATHAN CALVERT, JR.","sity, A.M, 1922, Ph.D., 1929. Taught at Washington & Lee University, 1922-1923, at University of California at Los Angeles, 1924-1",,,
"CIRLOT, FELIX LOSSING",FELIX LOSSING CIRLOT,NOT FOUND,,,
"COX, OLIVER CROMWELL",OLIVER CROMWELL COX,"el and Virginia (Austin) Cox. Moved to the US, 1919 became an American citizen, July 14, 1926. Education:Northwestern University, ",,,
"McELROY, JAMES RUSSELL",JAMES RUSSELL McELROY,NOT FOUND,,,
"McWILLIAMS, RICHEBOURG GAILLARD",RICHEBOURG GAILLARD McWILLIAMS,NOT FOUND,,,
"OWSLEY, HARRIET CHAPPELL",HARRIET CHAPPELL OWSLEY,NOT FOUND,,,
"SANDERS, JENNINGS BRYAN",JENNINGS BRYAN SANDERS,"go, A.M., 1925, Ph.D. , 1928. Taught at Denison University, 1926-27 University of Chicago, 1928-30 University of Alabama, 1930-35 ",,,
"SCHENK, GRETCHEN KNIEF",GRETCHEN KNIEF SCHENK,NOT FOUND,,,
"TINGLEY, GLENN VINCENT",GLENN VINCENT TINGLEY,NOT FOUND,,,
"WHITE, ROY IRVEN",ROY IRVEN WHITE,NOT FOUND,,,
"WILLIAMS, IRENE",IRENE WILLIAMS,NOT FOUND,,,
"BAKER, ROGER DENIO",ROGER DENIO BAKER,NOT FOUND,,,
"BARTON, VIRGINIA ANN HOOPER",VIRGINIA ANN HOOPER BARTON,rtment for twenty-seven years taught private lessons in piano for fifty years organist at the First Methodist Church in Guntersvil,,,
"BROADUS, ELEANOR BOYCE",ELEANOR BOYCE BROADUS,".S. in Library Science, 1933. Taught in Jefferson County Schools, 1923-1927, and at Henry County High School, 1927-1932. Librarian",,,
"FOOTE, GASTON",GASTON FOOTE,NOT FOUND,,,
"HALL, EDWIN PRESLEY",EDWIN PRESLEY HALL,"th Africa, Italy, and Germany practiced medicine at Louisiana State Charity Hospital, and at hospitals in Vicksburg, Mississippi, ",,,
"IDE, KNOX",KNOX IDE,"nt, and president of American Home Products Corporation director of Pal Blade Company, American Machine and Foundry Company, Inter",,,
"LOVETT, ROSE MARIE GIBBONS",ROSE MARIE GIBBONS LOVETT,NOT FOUND,,,
"LYON, RALPH MUSE",RALPH MUSE LYON,NOT FOUND,,,
"McDONALD, CLARABEL ISDELL",CLARABEL ISDELL McDONALD,NOT FOUND,,,
"SPIES, TOM DOUGLAS",TOM DOUGLAS SPIES,"Bent Brigham Hospital, Boston taught Western Reserve University, 1931-1932 University of Cincinnati's College of Medicine, 1935-19",,,
"TAYLOR, ROBERT WOODDY",ROBERT WOODDY TAYLOR,NOT FOUND,,,
"WILLIAMS, MARGARET JOHNSON",MARGARET JOHNSON WILLIAMS,NOT FOUND,,,
"BUNCE, WILLIAM HARVEY",WILLIAM HARVEY BUNCE,NOT FOUND,,,
"CASEY, ALBERT EUGENE",ALBERT EUGENE CASEY,NOT FOUND,,,
"GALLAWAY, MARIAN",MARIAN GALLAWAY,"s, Ia., Community Plays, 1935 taught at Arizona State College, 1942-1944 Eastern Illinois State College, 1944-1946 State Universit",,,
"HOOLE, WILLIAM STANLEY",WILLIAM STANLEY HOOLE,NOT FOUND,,,
"MARTIN, ROSCOE COLEMAN",ROSCOE COLEMAN MARTIN,"sity of Chicago, Ph.D., 1932. Taught at the University of Texas, Austin, 1926-1937 professor and chairman, Department of Political",,,
"MAY, AGNES",AGNES MAY,"n and Mary E. May. Early days lived in Marshall County later family lived in Snyder and Lubbock, Texas. Education:Kidd-Key College",,,
"McCANN, FRANKLIN THRESHER",FRANKLIN THRESHER McCANN,NOT FOUND,,,
"MEEKS, LILLIAN FORT",LILLIAN FORT MEEKS,NOT FOUND,,,
"STREET, JAMES HOWELL",JAMES HOWELL STREET,NOT FOUND,,,
"BOATWRIGHT, RUTH FOREMAN",RUTH FOREMAN BOATWRIGHT,NOT FOUND,,,
"BROOKINS, DEWEY C.",DEWEY C. BROOKINS,NOT FOUND,,,
"CHASE, RICHARD",RICHARD CHASE,NOT FOUND,,,
"COLEMAN, WADE HAMPTON, JR.","WADE HAMPTON COLEMAN, JR.",NOT FOUND,,,
"CRENSHAW, HERVEY FILES, JR.","HERVEY FILES CRENSHAW, JR.",NOT FOUND,,,
"DUNCAN, KATHERINE McKINSTRY",KATHERINE McKINSTRY DUNCAN,"ersity University of Alabama. Taught school in Marshall County, 1921-1925 worked for the Advertiser-Gleam  as columnist and social",,,
"GALLAGHER, BUELL GORDON",BUELL GORDON GALLAGHER,NOT FOUND,,,
"HENDERSON, ELBERT CALVIN",ELBERT CALVIN HENDERSON,NOT FOUND,,,
"HILL, ROBERT McCLELLAN",ROBERT McCLELLAN HILL,NOT FOUND,,,
"KING, SPENCER BIDWELL",SPENCER BIDWELL KING,", and University of Michigan. Taught at Mars Hill College, 1933-1943 Mercer University, 1946-73, chair, History Dept., 1946-1970. ",,,
"MANCILL, JULIAN DOSSY",JULIAN DOSSY MANCILL,NOT FOUND,,,
"MANN, ROBERT NEVILLE",ROBERT NEVILLE MANN,NOT FOUND,,,
"McWHORTER, CHARLES COKER",CHARLES COKER McWHORTER,NOT FOUND,,,
"OSBORN, GEORGE COLEMAN",GEORGE COLEMAN OSBORN,NOT FOUND,,,
"TILLERY, THOMAS CARLYLE",THOMAS CARLYLE TILLERY,NOT FOUND,,,
"TUCKER, EARL LEE",EARL LEE TUCKER,NOT FOUND,,,
"BERRY, EVA BELLE",EVA BELLE BERRY,NOT FOUND,,,
"BRYANT, SPURGEON QUINTON",SPURGEON QUINTON BRYANT,"y of Northern Colorado, Ed.D. Taught in elementary and secondary schools in Alabama and served as a principal for almost twenty ye",,,
"COOK, ROBERT DANE",ROBERT DANE COOK,NOT FOUND,,,
"FORT, WILLIAM EDWARDS, JR.","WILLIAM EDWARDS FORT, JR.","D. 1934. Taught economics and business administration at Mercer University, 1934-1938 taught business administration and psycholog",,,
"GRIFFITH, LUCILLE BLANCHE",LUCILLE BLANCHE GRIFFITH,"rown University, Ph.D., 1957. Taught high school in Mississippi head, History Department, East Mississippi Junior College, Scooba ",,,
"MAYFIELD, SARA",SARA MAYFIELD,NOT FOUND,,,
"McCLENDON, JAMES BARNEY",JAMES BARNEY McCLENDON,"umbia University. Studied and taught English at theUniversity of Berlin and Freiburg University assistant to the president, Gulf P",,,
"MILEY, L. DON",L. DON MILEY,NOT FOUND,,,
"REID, DELBERT",DELBERT REID,NOT FOUND,,,
"WEAVER, HERBERT",HERBERT WEAVER,"ity, M.A., 1935, Ph.D., 1941. Taught in Alabama secondary schools, 1926-1935 Georgia Teachers College (now Georgia Southern Colleg",,,
"WINDHAM, AMASA BENJAMIN",AMASA BENJAMIN WINDHAM,NOT FOUND,,,
"BASLER, ROY PRENTICE",ROY PRENTICE BASLER,NOT FOUND,,,
"COOPER, WELDON",WELDON COOPER,NOT FOUND,,,
"DUNN, FLOYD R.",FLOYD R. DUNN,NOT FOUND,,,
"FIDLER, WILLIAM PERRY",WILLIAM PERRY FIDLER," Served in the US Navy, WWII. Taught English at the University of Alabama, 1930-1956 staff member for American Association of Univ",,,
"GUFFIN, GILBERT LEE",GILBERT LEE GUFFIN,NOT FOUND,,,
"LADD, EDWARD JOHNSON",EDWARD JOHNSON LADD,NOT FOUND,,,
"MELLOWN, BENNIE CATHERINE",BENNIE CATHERINE MELLOWN,NOT FOUND,,,
"MOSES, HORACE SMITH",HORACE SMITH MOSES,NOT FOUND,,,
"TIDWELL, PEARL MAGNEASE ROGERS",PEARL MAGNEASE ROGERS TIDWELL," State Teachers College, B.S. Resided at Alexandria, Calhoun Co., Ala., where she taught until retirement. Died July 20, 2002.
",,,
"BENNETT, WALTER HARTWELL",WALTER HARTWELL BENNETT,"ant director of the Bureau of Business Research at the University of Mississippi, 1941-1942 visiting professor at Louisiana State ",,,
"BRINKLEY, IDALEA CROCKER",IDALEA CROCKER BRINKLEY,NOT FOUND,,,
"BUSBY, ROSA LEE",ROSA LEE BUSBY,NOT FOUND,,,
"DeJARNETTE, DAVID LLOYD",DAVID LLOYD DeJARNETTE,NOT FOUND,,,
"GILMORE, EDDY LANIER KING",EDDY LANIER KING GILMORE,NOT FOUND,,,
"HANLIN, KATHERINE HALE",KATHERINE HALE HANLIN,NOT FOUND,,,
"HEARN, CHARLES AUBREY",CHARLES AUBREY HEARN,"d the Tennessee Bar but never practiced law) M.A.in English, 1933.Editorial staff, Baptist School Board, 1930-1966 vice president,",,,
"HOBBS, HERSCHEL HAROLD",HERSCHEL HAROLD HOBBS,NOT FOUND,,,
"HOBSON, RICHMOND PEARSON, JR.","RICHMOND PEARSON HOBSON, JR.",NOT FOUND,,,
"JOHNSON, SAMUEL LAWRENCE",SAMUEL LAWRENCE JOHNSON,NOT FOUND,,,
"JOHNSTON, GEORGE BURKE",GEORGE BURKE JOHNSTON,"mbia University, Ph.D., 1943. Taught, University of Alabama, 1935-1941, 1946-1950 US Army, 1941-1946, then served in the reserves,",,,
"KERNODLE, GEORGE RILEY",GEORGE RILEY KERNODLE,"Yale University, Ph.D., 1937. Taught at Ball State Teachers College, 1930-1932 Western Reserve University, 1936-1945 University of",,,
"McMILLAN, JAMES BENJAMIN",JAMES BENJAMIN McMILLAN,NOT FOUND,,,
"SHEPPARD, MONA",MONA SHEPPARD,NOT FOUND,,,
"SLAYDEN, THELMA THOMSON",THELMA THOMSON SLAYDEN,NOT FOUND,,,
"AVERY, BURNIECE",BURNIECE AVERY,NOT FOUND,,,
"BACKUS, OLLIE LUCY",OLLIE LUCY BACKUS,"ty of Wisconsin, Ph.D., 1933. Taught Latin and English in Bear Lake, Mich. for one year directed Speech Clinic for the Beloit Wisc",,,
"BAKER, OLA GRACE",OLA GRACE BAKER,"rsity of Alabama, M.A., 1947. Taught in Jefferson County, 1928-1943 served in the US Marine Corps, 1946-1947 served the University",,,
"BONNER, CLINT",CLINT BONNER,NOT FOUND,,,
"BRAUNE, ANNA PARKER",ANNA PARKER BRAUNE,NOT FOUND,,,
"BROWN, LOIS L.",LOIS L. BROWN,NOT FOUND,,,
"COATS, FLORINE",FLORINE COATS,NOT FOUND,,,
"CURRENT-GARCIA, EUGENE",EUGENE CURRENT-GARCIA,"vard, A.M., 1942, Ph.D, 1947. Taught at the University of Nebraska, 1936-1939 Suffolk University, Boston, 1939-1942 Louisiana Stat",,,
"CURRY, ADRIAN RODERICK",ADRIAN RODERICK CURRY,ee. Children:Three. Education:Business school. Served in the Naval Reserve in the Korean conflict. In civilian personnel work for ,,,
"FREEMAN, RICHARD BORDEN",RICHARD BORDEN FREEMAN,NOT FOUND,,,
"FRYE, WILLIAM FENNER, JR.","WILLIAM FENNER FRYE, JR.",NOT FOUND,,,
"JOHNSTON, HENRY POELLNITZ",HENRY POELLNITZ JOHNSTON,NOT FOUND,,,
"LAWSON, THOMAS REUBEN",THOMAS REUBEN LAWSON,NOT FOUND,,,
"LUSKIN, JOHN",JOHN LUSKIN,NOT FOUND,,,
"MACON, LEON MEERTIEF",LEON MEERTIEF MACON,"t State Convention editor and business manager, Alabama BaptiSt Died November 15, 1965.
",,,
"McGIFFIN, LEE SHAFFER",LEE SHAFFER McGIFFIN,NOT FOUND,,,
"McKINNEY, JOHN WILLIAM",JOHN WILLIAM McKINNEY,NOT FOUND,,,
"McMURRAY, JAMES MAX",JAMES MAX McMURRAY,NOT FOUND,,,
"MELZER, JOHN HENRY",JOHN HENRY MELZER,NOT FOUND,,,
"SANDLIN, JOHN LEWIS",JOHN LEWIS SANDLIN,NOT FOUND,,,
"SCHWEITZER, JEROME WILLIAMS",JEROME WILLIAMS SCHWEITZER,"retired as lieutenant colonel.Taught romance languages at University of Alabama, 1931-1976. Member Modern Language Association, Al",,,
"SCUDDER, MILDRED LEE",MILDRED LEE SCUDDER,"ble wrote articles for Ladies Home Journal, Redbook, Tanager, etc. 
",,,
"SUMMERSELL, CHARLES GRAYSON",CHARLES GRAYSON SUMMERSELL,"a attained rank of Commander. Taught at University of Alabama, 1935-1978 chairman History Department, 1954-1971 served on Alabama ",,,
"BRUNSON, MAY AUGUSTA",MAY AUGUSTA BRUNSON,NOT FOUND,,,
"COCKRELL, MARIAN BROWN",MARIAN BROWN COCKRELL,NOT FOUND,,,
"HAWLEY, LANGSTON THACKER",LANGSTON THACKER HAWLEY,"earch coordinator for Alabama Business Research Council. Member of the National Academy of Arbitrators, Industrial Relations Resea",,,
"JENKINS, IREDELL",IREDELL JENKINS,"933, A.M., 1934, Ph.D., 1937. Taught philosophy at Tulane University, 1937-1946 Yale University, 1946-1949 University of Alabama, ",,,
"KALNOKY, INGEBORG LOUISE",INGEBORG LOUISE KALNOKY,"ld War II, she supervised two homes for the witnesses at the International Tribunal in Nuremberg, Germany, 1945-1947, and this exp",,,
